"CURRICULUM_STEP_NO","QUESTION","MEANING","ANSWER","DISTRACTOR_1","DISTRACTOR_2","DISTRACTOR_3","DISTRACTOR_4"
35,currency exchange,"화폐시세, 환율","3",분쇄기,변전기,"화폐시세, 환율",이자율
35,declining,쇠퇴하는,"4",번성하는,상승하는,안정적인,쇠퇴하는
35,ruins,유적,"3",신전,성역,유적,상처
35,luxury,"사치(품), 고급(품)","1","사치(품), 고급(품)",저급(품),실용품,조명기구
35,psychology,심리학,"2",광인,심리학,사전학,사회학
35,lottery,복권,"4",교차로,대량,채권,복권
35,photograph,촬영하다,"2",인정하다,촬영하다,탈출하다,확신시키다
35,suburb,교외,"2",도심,교외,성역,해안
35,criticize,비난하다,"2",칭찬하다,비난하다,분쇄하다,인정하다
35,for the sake of,~을 위하여,"3",~을 고려하여,~와 반대로,~을 위하여,~을 향하여
35,mold,곰팡이,"2",나방,곰팡이,이끼,버섯
35,manual labor,"손일, 육체 노동","4",가사일,정신 노동,손금,"손일, 육체 노동"
35,enhancement,향상,"2",퇴보,향상,항상성,방향성
35,right away,즉시,"4",느긋하게,올바르게,아주 멀리,즉시
33,astronaut,우주 비행사,"3",반대편의,궤도,우주 비행사,액체의
33,fuel,연료,"1",연료,우주 비행사,반대편의,물리학
33,opposite,반대편의,"2",발사하다,반대편의,우주 비행사,위성
33,involved,관련된,"1",관련된,벗어나다,화물,입증하다
33,ground,비행시키지 않다,"2",민간인,비행시키지 않다,공헌,재난
33,hardship,고난,"1",고난,은퇴하다,지원자,열정
33,private,사유의,"4",경쟁,계약,망하다,사유의
33,vehicle,탈 것,"2",성취하다,탈 것,운영하다,계약
33,absolutely,완전히,"3",접속시키다,정부기관,완전히,경쟁
33,dispute,논쟁,"2",가득 찬,논쟁,넓은,결연한
33,crowded,가득 찬,"3",임대하다,범죄,가득 찬,요금
33,consider,검토하다,"3",결론을 내리다,움직이지 않는,검토하다,어림잡다
33,necessity,필수품,"1",필수품,천문학자,기초의,확신을 가진
11,dinner,만찬,"4","타이어, 바퀴",거북이,오리,만찬
11,tire,"타이어, 바퀴","3",만찬,사슴,"타이어, 바퀴",오리
11,meal,"식사, 음식","2",우유,"식사, 음식",깔끔한,"혼란, 뒤죽박죽"
11,leap,껑충 뛰다,"2",작은,껑충 뛰다,토끼,선
11,line,선,"2",토끼,선,껑충 뛰다,작은
11,salty,"짠, 소금기가 있는","2",수영하다,"짠, 소금기가 있는",시원한,귀여운
11,young,젊은,"1",젊은,흔들다,하품하다,지그재그로 움직이다
11,thin,"살이 없는, 얇은","3","묻다, 질문하다",핥다,"살이 없는, 얇은",새끼 고양이
11,strong,"튼튼한, 힘센","3",깡충 뛰다,꾸벅꾸벅 졸다,"튼튼한, 힘센",거리 구역
11,wait,기다리다,"1",기다리다,비,머무르다,"장난, 농담"
11,June,"6월","4",타다,운전하다,튜브,"6월"
29,pilot,비행기 조종사,"3",앵무새,기술자,비행기 조종사,우주인
29,pretty,예쁜,"3",못생긴,작은,예쁜,거대한
28,basket,바구니,"4",농구,꽃다발,야구,바구니
28,rice,쌀,"1",쌀,거머리,곤충,학위
29,church,교회,"3",절,강당,교회,목걸이
28,wheel,바퀴,"4",자루,자동차,포도,바퀴
29,strawberry,딸기,"3",사과,포도,딸기,바나나
28,rotten,썩은,"4",신선한,볶은,삶은,썩은
29,necklace,목걸이,"1",목걸이,팔찌,발찌,귀걸이
28,truth,진실,"1",진실,거짓,오해,화해
29,humid,습기 찬,"3",뜨거운,건조한,습기 찬,차가운
29,foggy,안개 낀,"2",비가 오는,안개 낀,시끄러운,조용한
28,clock,시계,"1",시계,신발,바지,벽
28,basement,지하실,"1",지하실,옥상,천장,바닥
29,antique,골동품,"2",액세서리,골동품,신상품,박물관
28,yard,마당,"2",지붕,마당,창문,현관
29,believe,믿다,"4",속이다,말하다,눕다,믿다
28,sad,슬픈,"4",기쁜,실망한,긴장한,슬픈
28,dark,어두운,"3",밝은,차가운,어두운,뜨거운
28,soon,곧,"4",늦게,마지막으로,지금,곧
28,thick,두꺼운,"3",얇은,약한,두꺼운,강한
28,index finger,집게손가락,"4",엄지손가락,새끼손가락,가운뎃손가락,집게손가락
28,cheap,값이 싼,"3",비싼,교활한,값이 싼,얇은
29,cheap,값이 싼,"3",비싼,교활한,값이 싼,얇은
28,dangerous,위험한,"1",위험한,안전한,시끄러운,조용한
29,dangerous,위험한,"1",위험한,안전한,시끄러운,조용한
28,ride,타다,"1",타다,내리다,사다,팔다
29,question,질문,"4",대답,힌트,시험,질문
28,basketball,농구,"3",야구,배구,농구,축구
29,leave,떠나다,"2",도착하다,떠나다,착륙하다,이륙하다
28,cloudy,흐린,"2",맑은,흐린,눈이 오는,안개가 낀
29,during,~ 동안,"4",~ 후에,~ 전에,~ 때문에,~ 동안
28,climb,오르다,"1",오르다,착륙하다,짐을 싸다,구입하다
28,science,과학,"1",과학,수학,미술,체육
28,learn,배우다,"2",가르치다,배우다,읽다,숙제하다
29,learn,배우다,"2",가르치다,배우다,읽다,숙제하다
28,grade,성적,"4",숙제,공부,시험,성적
29,fresh,신선한,"2",썩은,신선한,건강한,맛있는
29,surprised,놀란,"3",안전한,실망한,놀란,상쾌한
29,hate,싫어하다,"3",좋아하다,질투하다,싫어하다,그리워하다
29,lose,잃어버리다,"2",사다,잃어버리다,이기다,빌리다
29,prepare,준비하다,"3",먹다,빌리다,준비하다,요리하다
28,weak,약한,"1",약한,강한,거친,부드러운
28,steal,훔치다,"3",빌리다,사다,훔치다,때리다
29,steal,훔치다,"3",빌리다,사다,훔치다,때리다
29,riddle,수수께끼,"4",사다리,선물,우화,수수께끼
28,ladder,사다리,"4",수수께끼,성공,동물,사다리
29,statue,상,"3",그림자,그림,상,자유
28,liberty,자유,"1",자유,사람,상,희망
28,introduce,소개하다,"1",소개하다,악수하다,설명하다,추측하다
28,land,착륙하다,"2",이륙하다,착륙하다,운전하다,기록하다
29,land,착륙하다,"2",이륙하다,착륙하다,운전하다,기록하다
29,superstition,미신,"1",미신,교회,성당,종교
28,fault,잘못,"2",결과,잘못,원인,호의
28,bless,축복하다,"3",기념하다,후회하다,축복하다,칭찬하다
28,physical,육체적인,"1",육체적인,감정적인,똑똑한,약한
11,seal,물개,"3",모래,슬픈,물개,싱크대
11,table,탁자,"2",말하다,탁자,테이프,"숫자 10, 열"
11,head,머리,"2",행복한,머리,손,머리카락
11,mat,매트,"2",지도,매트,많은,우유
11,jeans,진바지,"2",잼,진바지,단지,재킷
11,farm,농장,"2",아버지,농장,가족,선풍기
11,lamp,램프,"3",호수,나뭇잎,램프,편지
11,laugh,웃다,"2",편지,웃다,호수,램프
11,her,그녀의,"4",조금,새끼 고양이,~을 보다,그녀의
11,kitten,새끼 고양이,"1",새끼 고양이,그녀의,조금,~을 보다
11,car,차,"3",사탕,깡통,차,부르다
11,read,읽다,"2",토끼,읽다,쥐,반지
11,our,우리의,"1",우리의,행성,나의,강
11,my,나의,"2",우리의,나의,행성,~을 사랑하다
11,quail,메추라기,"3",질문,종이,메추라기,연필
11,where,어디에,"2",~옆에,어디에,달리다,이것
11,root,뿌리,"4",새의 부리,버스,유리,뿌리
11,down,아래로,"1",아래로,통나무,동전,도끼
11,baseball,야구,"3",경기,조금 더,야구,가다
11,game,경기,"4",조금 더,야구,가다,경기
11,rub,문지르다,"4",오두막,닫다,견과,문지르다
11,jump,뛰어 넘다,"2",도와주다,뛰어 넘다,깡충 뛰다,남자
11,man,남자,"3",도와주다,깡충 뛰다,남자,~을 만들다
11,jet,제트기,"2",가서 가져오다,제트기,암탉,애완동물
11,climb,오르다,"4",날다,팀(단체),오늘,오르다
11,mule,노새,"1",노새,"침묵한, 소리나지 않는","순수한, 섞이지 않은","곡조, 선율"
11,mute,"침묵한, 소리나지 않는","3",튜브,"곡조, 선율","침묵한, 소리나지 않는",노새
11,scientist,과학자,"2",가족,과학자,씻다,"옷, 의복"
11,hay,건초,"1",건초,놀다,회색,말하다
11,play,놀다,"4",건초,말하다,쟁반,놀다
11,pain,"고통, 아픔","3",비,"페인트, 페인트칠하다","고통, 아픔",우편물
11,cake,케이크,"3",이름,앞치마,케이크,베이컨
11,right,오른쪽,"4",싸우다,"단단히 맨, 꽉 죄인",거짓말(하다),오른쪽
11,pilot,"조종사, 파일럿","2","생각, 아이디어","조종사, 파일럿",다임,우상
11,yo-yo,요요,"2","달걀모양, 타원형",요요,두더지,"열린, 연"
11,dream,"꿈, 꿈꾸다","2",깔끔한,"꿈, 꿈꾸다",부리,차
11,tea,차,"3",고기,"꿈, 꿈꾸다",차,깔끔한
11,sheep,양,"4","잎, 나뭇잎",지우개,저녁,양
11,bride,신부,"2",예쁜,신부,선물,"비, 자루 브러시"
11,pretty,예쁜,"1",예쁜,"비, 자루 브러시",왕자,선물
11,floor,"방바닥, 마루","1","방바닥, 마루",놀다,지구,비행기
11,that,저것,"4",우리는,만지다,미안한,저것
11,thank,"감사하다, 고마워하다","3",미안한,저것,"감사하다, 고마워하다",우리는
11,sweater,스웨터,"3",달팽이,그네,스웨터,재채기 하다
11,flower,꽃,"3","비, 자루 브러시",포도,꽃,상
11,giant,거인,"2","시리얼, 곡물식품",거인,기린,"원, 동그라미"
11,couch,"소파, 긴 의자","3","말, 연설",복숭아,"소파, 긴 의자",가르치다
11,teach,가르치다,"2",해변,가르치다,복숭아,"소파, 긴 의자"
11,shade,그늘,"4",셔츠,양,"날카로운, 뾰족한",그늘
11,sharp,"날카로운, 뾰족한","1","날카로운, 뾰족한",그늘,양,셔츠
11,wish,"소원, 바라다","3","현금, 돈","신선한, 싱싱한","소원, 바라다",물고기
11,duck,오리,"3",자물쇠,시계,오리,목
11,neck,목,"4",자물쇠,오리,양말,목
11,know,"알다, 알고 있다","2",기사,"알다, 알고 있다",손잡이,칼
11,round,"공 모양의, 둥근","3",구름,"아래로, 아래층으로","공 모양의, 둥근",어릿광대
11,spaceship,우주선,"1",우주선,지도,목화,옳은
11,cookie,"쿠키, 과자","4",발굽,책,갈고리,"쿠키, 과자"
11,wood,"나무, 나무판","4",책,"쿠키, 과자",갈고리,"나무, 나무판"
11,suit,"슈트, 옷 한벌","2","파랑, 푸른색의","슈트, 옷 한벌","멍, 타박상","실마리, 단서"
11,sky,하늘,"4",파리,"마른, 물기 없는",수줍은,하늘
11,baby,아기,"4","더러운, 불결한",토끼,"빈, 없는",아기
11,empty,"빈, 없는","1","빈, 없는",아기,토끼,"더러운, 불결한"
11,bottle,병,"2",깨끗한,병,"지금, 현재",인형
11,horse,말,"2","코르크, 코르크 마개",말,뿔,찢어지다(tear)의 과거분사
11,horn,뿔,"1",뿔,"키가 작은, 짧은",말,"코르크, 코르크 마개"
11,more,조금 더,"4",집,당근,"즐기다, 선호하다",조금 더
11,shirt,셔츠,"2",날씨,셔츠,"진흙, 먼지",간호사
11,baby,아기,"1",아기,책,카드,지갑
11,card,카드,"3",책,아기,카드,지갑
11,purse,지갑,"2",아기,지갑,카드,빨대
37,instruction,사용법,"1",사용법,재료,지배하다,소리치다
37,booth,노점,"2",지배하다,노점,거래,상급생
37,blurry,흐릿한,"4",예약하다,보호 시설,참여,흐릿한
37,bakery,제과점,"3",좌석의 줄,배달하다,제과점,숙제
37,awesome,멋진,"4",사려 깊은,목걸이,가렵게 하다,멋진
37,kneel,무릎을 꿇다,"2",상처,무릎을 꿇다,입양하다,가렵게 하다
37,column,세로,"2",시설,세로,허용하다,영원한
37,yield,포기하다,"2",기여하다,포기하다,세대,장애가 있는
37,rarely,드물게,"2",구두의,드물게,그만두다,배우자
37,drench,적시다,"3",목표,거들다,적시다,반대
37,attach,붙이다,"4",구매하다,특별한,창조물,붙이다
37,customs,세관,"4",일부러,폭력,지시,세관
37,shrink,줄어들다,"3",지시,자선 단체,줄어들다,위협
37,irritable,참을성 없는,"3",여행,섭취량,참을성 없는,우주 비행사
36,exhibit,"전시, 진열","3",근대의,적당한,"전시, 진열",일과
36,representative,대표자,"2","전시, 진열",대표자,근대의,정확히
36,donation,기부,"4",적당한,당황케하다,(열매를) 맺다,기부
36,logo,상표,"1",상표,잔디,단정한,도로
36,traditional,전통적인,"3",야생의,동기를 부여하다,전통적인,보존하다
36,fascinate,매료시키다,"2",직면하다,매료시키다,이야기하다,전통적인
36,conserve,보존하다,"3",야생의,전통적인,보존하다,이야기하다
36,reduce,줄이다,"2",알아채다,줄이다,기저귀,거대한
36,automobile,자동차,"1",자동차,개인,한 개,접근
36,access,접근,"3",발전시키다,상상의,접근,성공한
36,attorney,변호사,"1",변호사,수송,포함하여,전임의
36,tunnel,굴,"2",발견하다,굴,호기심 많은,암
36,stem,줄기,"4",질병,호기심 많은,세균,줄기
36,curious,호기심 많은,"3",질병,줄기,호기심 많은,당뇨병
36,detect,발견하다,"1",발견하다,열대우림,세균,암
36,diabetes,당뇨병,"2",굴,당뇨병,줄기,호기심 많은
36,completely,완전하게,"2",국가,완전하게,위치,심각한
36,deadly,치명적인,"3",주장,역할,치명적인,지우다
36,adapt,적응하다,"4",회사,중역의,승진시키다,적응하다
36,inhabit,거주하다,"4",유혹하다,요구,친필 사인,거주하다
11,good,좋은,"2",작은,좋은,가다,나는
11,watch,~을 보다,"2",너의,~을 보다,어린,"대단한, 멋진"
11,wrong,잘못된,"1",잘못된,확실한,놀다,그들의
11,many,많은,"4",놀다,잘못된,확실한,많은
23,towel,수건,"3",물,창문,수건,방
23,beach,해변,"1",해변,산,바다,숲
23,moon,달,"2",해,달,별,하늘
23,day,낮,"1",낮,밤,새벽,저녁
23,nurse,간호사,"2",승무원,간호사,환자,의사
24,breakfast,아침식사,"4",간식,점심식사,저녁식사,아침식사
24,ox,황소,"1",황소,암소,얼룩말,당나귀
24,spinach,시금치,"2",상추,시금치,풀,무
24,pain,고통,"3",행복,기쁨,고통,슬픔
24,young,젊은,"1",젊은,늙은,새로운,낡은
24,button,단추,"3",지퍼,자켓,단추,모자
24,always,항상,"2",가끔,항상,거의,매일
23,pencil,연필,"4",종이,지우개,펜,연필
23,bear,곰,"1",곰,코끼리,원숭이,호랑이
30,alien,"우주인, 외계인","1",외계인,우주비행사,우주선,미확인
27,jellyfish,해파리,"3",배낭,구조대,해파리,모래성
12,tube,"(금속, 유리 등의) 관","4","치료하다, 치료법",연기,정 6면체,"(금속, 유리 등의) 관"
12,scold,꾸짖다,"1",꾸짖다,"목도리, 스카프",스쿠버,"땀, 땀 흘리다"
12,snake,뱀,"1",뱀,연기,미소 짓다,일어나다
12,smoke,연기,"2",뱀,연기,미소 짓다,입
12,smooth,평탄한,"4",그네 타다,스위치,~을 벗다,평탄한
12,pot,냄비,"3",더운,위쪽으로,냄비,다리
11,phone,"전화, 전화기","4",약국,수염,채찍,"전화, 전화기"
23,cheer up,힘내,"3",(헤어질 때)안녕.,환영하다,힘내,필요하다
24,haircut,머리 모양,"4",손톱 깎기,발톱 깎기,매니큐어 칠하기,머리 모양
24,anymore,(부정문) 더 이상,"2",언제나,(부정문) 더 이상,누구나,어디든
23,use,사용하다,"3",공부하다,줍다,사용하다,버리다
23,hospital,병원,"3",서점,학교,병원,도서관
24,watch,보다,"1",보다,올라가다,씻다,읽다
11,next to,~옆에,"3",어디에,"커다란, 큰",~옆에,이것
25,drop,떨어뜨리다,"4","잡다, 쥐다",만지다,마시다,떨어뜨리다
25,save,"아끼다, 절약하다","4",운동하다,낭비하다,해결하다,"아끼다, 절약하다"
26,scared,두려운,"3",미안한,슬픈,두려운,실망스러운
27,guilty,죄가 있는,"4",혼란스러운,의심하는,가라앉다,죄가 있는
26,dangerous,위험한,"4",아름다운,춤추는,단 맛의,위험한
26,argue,"다투다, 논쟁하다","4",버리다,분석하다,불다,"다투다, 논쟁하다"
27,camouflage,위장하다,"1",위장하다,바꾸다,과장하다,전념하다
25,steak,스테이크,"4",케첩,요구르트,스파게티,스테이크
25,spaghetti,스파게티,"2",요구르트,스파게티,케첩,스테이크
27,food,음식  ,"4",피자,과일,채소,음식
27,hospital,병원 ,"2",은행,병원,서점,상점
27,tube,튜브 ,"3",치약,망토,튜브,정육면체
27,go away,가버리다 ,"3",돌아오다,지나가다,가버리다,도착하다
34,grotesque,괴상한,"3",시작하다,애국심,괴상한,즉흥 연주
25,them,그들을 ,"1",그들을,그것을,나를,그를
34,originate,시작하다,"1",시작하다,즉흥 연주,무대,리듬
34,chat,이야기하다,"3",연출된,만화,이야기하다,온라인의
34,absurdity,어리석음,"2",교통,어리석음,주문제작하다,훔치다
34,friendly,친화적인,"2",재충전하다,친화적인,합성물,수출하다
32,convenient,편리한,"3",불편한,어려운,편리한,쉬운
32,inappropriate,부적절한,"3",적절한,중요한,부적절한,강한
32,reason,근거,"1",근거,반박,논제,토론
32,disagree,동의하지 않다,"2",찬성하다,동의하지 않다,지지하다,강화하다
32,explain,설명하다,"1",설명하다,토론하다,발표하다,공부하다
32,speaker,발표자,"4",청중,작가,십대,발표자
32,in my opinion,내 의견으로는,"3",결론적으로,하지만,내 의견으로는,예를 들어
25,cake,케이크 ,"1",케이크,사탕,치즈,주스
32,spend,(돈을) 쓰다,"4",낭비하다,절약하다,입다,(돈을) 쓰다
32,seem,~인 것처럼 보이다,"1",~인 것처럼 보이다,~일지 모른다,~해서는 안 된다,~할 수 있다
32,anything,어떤 것,"4",상대,내용,멋진 것,어떤 것
32,convince,확신시키다,"4",약화하다,반박하다,낭비하다,확신시키다
32,summarize,요약하다,"1",요약하다,발표하다,주장하다,찬성하다
27,driver,운전기사 ,"4",소방관,비행기 조종사,우편집배원,운전기사
25,bark,짖다 ,"1",짖다,(이빨로)물다,때리다,깨지다
25,zoo,동물원 ,"4",도서관,박물관,정원,동물원
32,clear,명확한,"2",비싼,명확한,부당한,어려운
32,rule,규칙,"4",교실,실수,개성,규칙
32,difficult,어려운,"3",적절한,쉬운,어려운,부적절한
32,principal,교장,"4",급우,교실,학생,교장
32,begin,시작하다,"4",끝나다,계속하다,쓰다,시작하다
32,option,"선택, 선택권","2",결정,"선택, 선택권",입장,논제
32,currently,"현재, 지금","3",과거,미래,"현재, 지금",언제
32,continue,계속하다,"4",시작하다,끝나다,제공하다,계속하다
32,well-balanced,균형이 잡힌,"2",잘생긴,균형이 잡힌,지저분한,어려운
32,different,다른,"4",같은,비슷한,좋은,다른
32,leader,"대표, 리더","1","대표, 리더",동생,친구,부모님
32,usually,"보통, 대개","2",거의 없는,"보통, 대개",특이하게,아마도
32,flavorful,맛좋은,"2",아름다운,맛좋은,활기찬,지겨운
32,fruit,과일,"4",채소,고기,밥,과일
32,summarize,요약하다,"3",이야기하다,주장하다,요약하다,공부하다
32,unnecessary,불필요한,"2",어두운,불필요한,재미없는,긍정적인
25,parking lot,주차장 ,"2",백화점,주차장,식당,아파트
25,umbrella,우산 ,"4",운동화,날씨,비,우산
32,erupt,분출하다,"2",기초,분출하다,경치,준수하다
32,concentrate,집중하다,"1",집중하다,동의하다,설명하다,반대하다
32,cell phone,휴대전화,"1",휴대전화,메시지,컴퓨터,카메라
32,on one hand,한편으로는,"2",왜냐하면,한편으로는,게다가,예를 들어
32,send,보내다,"4",(전화가) 울리다,타당하다,반복하다,보내다
32,bring,가져오다,"1",가져오다,(전화가) 울리다,집중하다,확신시키다
32,message,메시지,"2",휴대전화,메시지,규칙,방법
32,rule,규칙,"1",규칙,자유,학습,안전
32,silent,조용한,"3",산만하게 하는,시끄러운,조용한,타당한
32,disagree,동의하지 않다,"2",조직하다,동의하지 않다,선택하다,집중하다
32,summit,정상,"4",척 걸치다,분파,벽돌,정상
32,branch,분파,"1",분파,정상,중도에서,작은 길
32,atop,꼭대기에,"3",도보 여행하다,놀랄 만한,꼭대기에,소풍
32,harsh,가혹한,"1",가혹한,새기다,전진하다,결합하다
32,obvious,명백한,"1",명백한,협곡,사막,사슴
32,minor,중요치 않은,"2",전진하다,중요치 않은,모험,새기다
32,adaptable,적응할 수 있는,"3",간청하다,시도하다,적응할 수 있는,알리다
32,until,~까지,"4",~하기 위해서,~때문에,~를 통해서,~까지
32,source,자료,"2",요약,자료,입장,논제
32,country,나라,"3",도시,집,나라,하늘
32,reduce,줄이다,"1",줄이다,늘리다,막다,크다
32,skill,기술,"2",소리,기술,말,표정
32,require,필요로 하다,"1",필요로 하다,거절하다,동의하다,주다
32,professor,교수,"2",학생,교수,할아버지,손님
32,testimony,증언,"4",시험,연구,발표하다,증언
32,expert,전문가,"1",전문가,운동,발표자,도서관
32,recent,최근의,"3",오래 전,언제나,최근의,가끔
32,grade,성적,"2",책,성적,확인,친구
32,boring,지루한,"4",부정확한,가치 없는,중요한,지루한
32,counter,반박하다,"2",~하게 해주다,반박하다,이해하다,평가하다
32,state,말하다,"2",준비시키다,말하다,약화시키다,~하려고 하다
32,possible,가능한,"1",가능한,최근의,형편없는,반대로
32,prepare,준비하다,"4",동의하지 않다,예측하다,요약하다,준비하다
32,prepare,준비하다,"2",동의하지 않다,준비하다,요약하다,반박하다
32,ready,준비가 된,"3",가능한,형편없는,준비가 된,더 적은
32,in addition,게다가,"1",게다가,하지만,예를 들어,결론적으로
27,four,"4(의) ","3","2(의)","3(의)","4(의)","5(의)"
32,therefore,그러므로,"3",그러나,언제나,그러므로,~에 따르면
32,expert,전문가,"1",전문가,교사,연구자,손님
32,harder,더 열심히,"2",딱딱한,더 열심히,더 높은,더 재미있는
32,insult,모욕,"4",의견,농담,증언,모욕
32,peer,"또래, 동료","3",관계,수업,"또래, 동료",부모
32,subject,과목,"2",반장,과목,책,도서관
32,become,~해지다,"1",~해지다,거부하다,결정하다,다투다
32,attend,다니다,"2",나가다,다니다,생각하다,기대하다
32,wisely,현명하게,"4",가끔,항상,답답하게,현명하게
24,delicious,아주 맛있는,"3",젖은,기분이 언짢은,아주 맛있는,건강한
24,match,"시합,경기","4",과학,소설,비밀,"시합, 경기"
24,exhausted,"기진맥진한,진이 다 빠진","2",젖은,진이 다 빠진,기분이 언짢은,아주 맛있는
24,be good at,(무엇)을 잘하다,"2",나누다,(무엇)을 잘하다,하지 마라,(발로) 차다
24,light,가벼운,"4",기분이 언짢은,아주 맛있는,건강한,가벼운
24,December,"12월","2","11월","12월","1월","2월"
24,huge,거대한,"2",가벼운,거대한,아주 맛있는,건강한
24,clown,광대,"4",친구,보물,지도,광대
24,blow out,불을 불어서 끄다,"2",사다,불을 불어서 끄다,(무엇)을 잘하다,(갈퀴로) 긁어 모으다
24,clue,단서,"4",길,광대,지도,단서
24,dig,땅을 파다,"2",(액체를) 붓다,땅을 파다,나눠주다,따라가다
24,wonder,궁금하다,"2",따라가다,궁금하다,땅을 파다,나눠주다
24,looking for,(무엇)을 찾고 있는 중이다,"2",두드리다,(무엇)을 찾고 있는 중이다,추측하다,(병 등이) 좋아지다
24,wild animal,들짐승,"3",꽃,곤충,들짐승,새
24,nature,자연,"1",자연,바다,들짐승,숲
24,failed,"실패했다,fail의 과거형","1",실패했다,잃어버렸다,샀다,달아났다
27,win,이기다,"4",불다,쌍둥이,"원하다, 바라다",이기다
27,crowd,"사람들, 군중, 무리","2",구름,"사람들, 군중, 무리",왕관,광대
27,get back,돌아오다,"1",돌아오다,"받다, 얻다","뒤, 뒤쪽","구걸하다, 부탁하다"
27,horn,"나팔, 뿔","2",호르몬,"나팔, 뿔",옥수수,탄생
27,slumber,"수면을 취하다, 자다","1","수면을 취하다, 자다",숫자를 세다,(잠에서) 깨다,배관을 하다
27,none,"아무도~않다, 하나도 없다","3",여왕,수녀,"아무도~않다, 하나도 없다",끝난
27,steel,강철,"3",여전히,훔치다,강철,언제까지
27,path,작은 길,"3","합격, 통과",수학,작은 길,"꾸러미, 배낭"
27,forget,잊다,"4",가볍다,기억하다,좋아하다,잊다
27,fall down,넘어지다,"3",좋아하다,"없애다, 제거하다",넘어지다,떨어져 나가다
27,fall out,떨어져 나가다,"2",서다,떨어져 나가다,낚시하러 가다,넘어지다
27,wheelbarrow,(외바퀴) 손수레,"2","열, 열병",(외바퀴) 손수레,"바다, 대양",베개
27,die of,~으로 죽다,"3",~으로 사다,~을 보다,~으로 죽다,~에 누워 있다
28,popular,인기 있는,"2",피곤한,인기 있는,"화난, 성난",중요한
28,upset,당황한,"1",당황한,휘젓다,영원히,변하다
31,difference,차이,"2",사이,차이,기도,행렬
28,baseball,야구,"3",컴퓨터,군인,야구,가지고 있다
31,introduce,소개하다,"2",감사하다,소개하다,간단히 말하다,전화
31,phone,전화,"3",소개하다,감사하다,전화,간단히 말하다
31,appreciate,감사하다,"1",감사하다,전화,소개하다,언급하다
30,give a hand,돕다,"1",돕다,악수하다,빌리다,도망가다
31,quit,그만두다,"4",통학하다,취직하다,기대하다,그만두다
31,either,어느 한 쪽의,"3",전혀,자주,어느 한 쪽의,둘 다 아닌
28,decoration,장식,"1",장식,접근,운전,노력
32,critic,평론가,"3",전시회,순수주의,평론가,미래파
37,incredible,믿을 수 없는,"1",믿을 수 없는,자주,묘사하다,종류
32,daybreak,동틀녘,"3",반짝반짝 빛나다,"몹시, 굉장히",동틀녘,"냉기, 한기"
32,unite,합동하다,"1",합동하다,가지,나누다,운동하다
33,unite,합동하다,"1",합동하다,가지,나누다,운동하다
35,nudge,(특히 팔꿈치로) 쿡 찌르다,"3",가장자리,(고개를) 끄덕이다,(특히 팔꿈치로) 쿡 찌르다,샅샅이 뒤지다
35,obsession,"강박 상태, 집착","3",관찰,주목,"강박 상태, 집착",물체
35,rummage,샅샅이 뒤지다,"2",정착하다,샅샅이 뒤지다,문지르다,병합하다
33,leap,껑충 뛰다,"2",떠나다,껑충 뛰다,걷다,기어가다
33,indebted,은혜를 입고,"4",유연한,안타까운,고민되는,은혜를 입고
34,herb,"허브, 약초","3",화분,나무,"허브, 약초",식재료
34,quarters,숙소,"4",화폐,거스름돈,지하실,숙소
34,enrich,풍부하게 하다,"1",풍부하게 하다,확인하다,정리하다,키우다
34,unsophisticated,세련되지 못한,"3",순진한,두꺼운,세련되지 못한,물질적인
34,indicate,표시하다,"4",칭찬하다,찬성하다,줄이다,표시하다
34,pretense,가식,"2",존재,가식,참석,연구
33,commercial,광고,"1",광고,손실,선거,골칫거리
33,encourage,용기를 북돋우다,"3",자신 있다,곧게 펴다,용기를 북돋우다,부러워하다
33,relief,구호,"2",조약,구호,국적,임무
27,arrive,도착하다,"3",출발하다,시작하다,도착하다,만나다
27,decorate,장식하다,"3",색칠하다,정리하다,장식하다,수리하다
27,go straight,곧바로 가다,"4",넘어가다,왼쪽으로 돌다,오른쪽으로 돌다,곧바로 가다
27,art room,미술실,"3",과학실,음악실,미술실,실험실
27,return,돌려주다,"2",받다,돌려주다,내밀다,고치다
27,chase,쫓다,"2",만나다,쫓다,걷다,달리다
27,donate,"기부하다, 기증하다","4",투표하다,공지하다,추가하다,"기부하다, 기증하다"
27,in addition,"덧붙여, 게다가","3",반면에,그러나,"덧붙여, 게다가",그러므로
27,thirsty,목이 마른,"4",슬픈,피곤한,목이 아픈,목이 마른
27,repair,수리하다,"3",고장나다,그리다,수리하다,만들다
27,soaked,흠뻑 젖은,"1",흠뻑 젖은,마른,솔직한,따뜻한
27,movie director,영화감독,"1",영화감독,아나운서,가수,영화배우
27,set up the tent,텐트를 치다,"4",텐트를 고치다,텐트에 올라가다,텐트를 고정하다,텐트를 치다
27,surprised,놀란,"1",놀란,슬픈,감동적인,배부른
27,fountain,분수,"3",자갈,호수,분수,분실물
27,pay for,대금을 지불하다,"1",대금을 지불하다,값이 오르다,돈을 벌다,저축하다
31,attention,"주의, 주목","2",출석,"주의, 주목",매력,긴장
31,downtown,시내,"3",고향,선택권,시내,언덕
31,custom,관습,"1",관습,"소비하다, 먹다",의상,"부담, 요금"
31,intensive,집약적인,"4",대규모의,진입하는,의도한,집약적인
31,entire,전체의,"1",전체의,독립적인,일부의,개별의
